;TrV;Benämning;Definition;Synonym
Grundfunktioner och Komponenter;RUB;Flyttbar barriär;tillträdesbegränsande objekt genom flyttbart hinder;bom, vägspärr, gallergrind, rullgaller
Grundfunktioner och Komponenter;RUC;Roterande barriär;tillträdesbegränsande objekt genom en roterande barriär;karuselldörr, vändkors
Grundfunktioner och Komponenter;RUD;Pollare;tillträdesbegränsande objekt genom en barriär med begränsad horisontell och vertikal utsträckning;hinderpåle
Grundfunktioner och Komponenter;RUE;Väghinder;tillträdesbegränsande objekt genom utformning av rörelseväg;färist, råttspärr, pyramidgummimatta
Grundfunktioner och Komponenter;RUF;Näthinder;tillträdesbegränsande objekt genom ett nät;insektsnät, musnät, gnagarnät, fågelnät, gnagarskydd 
Grundfunktioner och Komponenter;S;DummyS;;
Grundfunktioner och Komponenter;SA;Manuellt interagerande objekt;Omvandla en manöver till en signal och/ eller förändring av rörelsenenegri;ljusknapp, belysningsknapp, brandlarmsknapp, funktionsnyckel, vippknapp, tangentbord, återfjädrande tryckknapp, börvärdessättare, trådlösmus, gong, dimmer, ratt, tryckknappsventil, nödstopp
Grundfunktioner och Komponenter;T;Transformerande objekt;objekt för transformering;
Grundfunktioner och Komponenter;TA;Eltransformerande objekt;transformerande objekt för elektrisk energi utan att ändra mellan likspänning och växelspänning;
Grundfunktioner och Komponenter;TAA;Transformator;eltransformerande objekt från AC till AC utan ändring av frekvensen;autotransformator, drivdon, isolertransformator, krafttransformator, oljeisolerad distributionstransformator, skyddstransformator, störskyddstransformator, sugtransformator, torrisolerad distributionstransformator, torrisolerad transformator, vridtransformator, vätskeisolerad transformator
Grundfunktioner och Komponenter;TAB;Likströmsomvandlare;eltransformerande objekt från DC till DC;
Grundfunktioner och Komponenter;TAC;Frekvensomvandlare;eltransformerande objekt från AC till AC med ändring av frekvensen;frekvensomformare, frekvensomriktare
Grundfunktioner och Komponenter;TAD;Fasomvandlare;eltransformerande objekt från AC till AC med förändring av vinkeln mellan spänning och strömstyrka;
Grundfunktioner och Komponenter;TB;Elkonverterande objekt;transformerande objekt för elektrisk energi mellan likspänning och växelspänning;
Grundfunktioner och Komponenter;TBA;Likriktare;elkonverterande objekt från AC till DC;
Grundfunktioner och Komponenter;TBB;Växelriktare;elkonverterande objekt från DC till AC;
Grundfunktioner och Komponenter;TBC;Dubbelriktad konverterare;elkonverterande objekt från AC till DC eller från DC till AC;konverter
Grundfunktioner och Komponenter;TC;Universalkraftaggregat;transformerande objekt för elektrisk energi från likspänning och växelspänning till likspänning eller växelspänning;
Grundfunktioner och Komponenter;TCA;Universalkraftaggregat för växelspänning;universalkraftaggregat för växelspänning;kraftaggregat, nätaggregat
Grundfunktioner och Komponenter;TCB;Universalkraftaggregat objekt för likspänning;universalkraftaggregat objekt för likspänning;kraftaggregat, nätaggregat, laddare
Grundfunktioner och Komponenter;TF;Signalkonverterande objekt;transformerande objekt för signal;
Grundfunktioner och Komponenter;TFA;Förstärkare;signalkonverterande objekt som bibehåller signalformen;repeater
Grundfunktioner och Komponenter;TFB;Antenn;signalkonverterande objekt mellan trådad och trådlös form;balis, fast antenn, hörslinga, kodad spårledning, parabolantenn
Grundfunktioner och Komponenter;TFC;Signalformerare;signalkonverterande objekt mellan trådade former;decoder, dekoder, dsp, mixer
Grundfunktioner och Komponenter;TFD;Optisk sändare/mottagare;signalkonverterande objekt mellan elektrisk och optisk form;mediakonverter, mediakonverterare
Grundfunktioner och Komponenter;TFE;Telefon;signalkonverterande objekt mellan ljudvågor och elektrisk signal;anropsapparat, bildtelefon, hisstelefon, larmtelefon, mobiltelefon, nödtelefon, porttelefon, radioapparat, radiomottagare, radiosändare, telefon, telefonapparat
Grundfunktioner och Komponenter;TL;Mekanisk energitransformerande objekt;transformerande objekt för mekanisk energi;
Grundfunktioner och Komponenter;TLA;Växel;mekanisk energitransformerande objekt för hastighet;kraftväxel, växel
Grundfunktioner och Komponenter;TLB;Vridmomentsreglerare;mekanisk energitransformerande objekt för vridmoment;
Grundfunktioner och Komponenter;TLC;Hävstång;mekanisk energitransformerande objekt för kraft;
Grundfunktioner och Komponenter;TM;Massreducerande objekt;transformerande objekt för form genom massreduktion;
Grundfunktioner och Komponenter;TMA;Borrmaskin;massreducerande objekt genom en mekanisk process;hålslagningsmaskin, slipmaskin, såg, vinkelslip
Grundfunktioner och Komponenter;TMB;Värmeskärare;massreducerande objekt genom en termisk process;gasskärare, gasskärmaskin, plasmaskärare
Grundfunktioner och Komponenter;TMC;Etsningsmaskin;massreducerande objekt genom en kemisk process;
Grundfunktioner och Komponenter;TP;Materialomformande objekt;transformerande objekt för form genom omformning;
Grundfunktioner och Komponenter;TPA;Smidesmaskin;materialomformande objekt genom smide;
Grundfunktioner och Komponenter;TPB;Extruderingsmaskin;materialomformande objekt genom extrudering;strängpress
Grundfunktioner och Komponenter;TPC;Sträckmaskin;materialomformande objekt genom sträckning;trådsträckmaskin
Grundfunktioner och Komponenter;TPD;Vals;materialomformande objekt genom valsning;lettringsmaskin, lättringsmaskin, mangel
Grundfunktioner och Komponenter;TPE;Bockningsmaskin;materialomformande objekt genom böjning;
Grundfunktioner och Komponenter;TPF;Elektromagnetisk formningsmaskin;materialomformande objekt genom högenergiapplicering;explosionsformningsmaskin
Grundfunktioner och Komponenter;TR;Växt;transformerande objekt för strålning genom fotosyntes;
Grundfunktioner och Komponenter;TRA;Träd;växt som har en vedartad huvudstam och som vanligen når en höjd av minst 5 m;barrträd, fruktträd, lövträd
Grundfunktioner och Komponenter;TRB;Buske;växt där den vedartade stammen vid markytan delas i flera jämnstarka stammar;barrbuske, buske, bärbuske, häckplanta, lövbuske, planta, prydnadsbuske, ros
Grundfunktioner och Komponenter;TRC;Klätterväxt;växt med långa, ofta veka skott, vilka med hjälp av klätterorgan tar sig upp i ljuset;klängväxt, lian, slingerväxt
Grundfunktioner och Komponenter;TRD;Ört;växt som inte alls eller endast obetydligt är förvedad;annuell, gräsplanta, knölväxt, lökväxt, perenn, pluggplanta
Grundfunktioner och Komponenter;U;Hållande objekt;objekt för positionering av andra objekt;
Grundfunktioner och Komponenter;UA;Positionerande objekt;hållande objekt genom stöd vid en bestämd position;
Grundfunktioner och Komponenter;UAA;Belysningsarmatur;positionerande objekt för ljuskällor;armatur, armaturränna, lampa, ljusarmatur
Grundfunktioner och Komponenter;UAB;Kabelgenomföring;positionerande objekt för kablar;
Grundfunktioner och Komponenter;UAC;Isolator;positionerande objekt för ledare;spännisolator, stagisolator
Grundfunktioner och Komponenter;UAD;Vangstycke;positionerande objekt för trappsteg;
Grundfunktioner och Komponenter;UAE;Beklädnadsfäste;positionerande objekt för täckande objekt;bärläkt, dubb, glespanel, nockbräda, putsnät, ströläkt, stödläkt, stödbalk
Grundfunktioner och Komponenter;UAF;Växtstöd;positionerande objekt för växt;pergola, spaljé, trädstöd
Grundfunktioner och Komponenter;UAG;Spårhållare;positionerande objekt för avstånd mellan räler;
Grundfunktioner och Komponenter;UAH;Klämma;positionerande objekt för verktyg eller arbetsstycke;
Grundfunktioner och Komponenter;UAJ;Cykelställ;positionerande objekt för fordon;
Grundfunktioner och Komponenter;UAK;Befästning;positionerande objekt för räl;
Grundfunktioner och Komponenter;UB;Uppbärande objekt;hållande objekt genom uppbärning eller stöd;
Grundfunktioner och Komponenter;UBA;Stödhylla;uppbärande objekt mellan diskreta positioner;
Grundfunktioner och Komponenter;UBB;Hängare;uppbärandeobjekt i en diskret punkt genom hängning;armaturkrona, brokabel, bärkabel, bärtråd, hängkedja, hängverk, kabelkedja, kedja, klädkrok, krokbräda, kätting, rännkrok, skyltbrygga, spännkedja, stolparm, tavellist, undertakspendel, undertaksprofil, undertaksväggskena, upphängningsvajer, utliggare, väggskena
Grundfunktioner och Komponenter;UBC;Trappsteg;uppbärandeobjekt i en diskret punkt genom steg;blocksteg, stegpinne
Grundfunktioner och Komponenter;UBD;Stolpe;uppbärandeobjekt i en diskret punkt genom lyftning;baluster, belysningsstolpe, flaggstång, konsol, kontaktledningsstolpe, kraftledningsstolpe, mast, stativ, stålbåge, ståndare, trappspindel, trappstock
Grundfunktioner och Komponenter;UBE;Bärmöbel;uppbärande objekt för viss nivå genom lyftning;arbetsbänk, bord, brits, bänk, bänkbord, bänkskiva, disk, divan, fåtölj, pall, parkbord, parkbänk, plattform, rastmöbel, receptionsdisk, serveringsdisk, soffa, stol, strykbord, strykbräda, ståbord, säng
Grundfunktioner och Komponenter;UBF;Portal;uppbärandeobjekt  genom två stolpar med förbindande horisontell överliggare;
Grundfunktioner och Komponenter;UC;Omslutande objekt;hållande objekt genom omslutning ;
Grundfunktioner och Komponenter;UCA;Apparatskåp;omslutande object för apparater;anslutningsdosa, apparatdosa, apparatlåda, dosa, elskåp, installationsskåp, kabelmätarskåp, kabelskåp, kapslad central, kopplingsbox, kopplingsdosa, mätarskåp, rack, tändplats, växelvärmeskåp
Grundfunktioner och Komponenter;UCB;Växtjord;omslutande object för växtrötter;
Grundfunktioner och Komponenter;UCC;Ventilationshuv;delvis omslutande object för punktventilation;draghuv, dragskåp, kökskåpa, renluftsbänk, spiskåpa, säkerhetsbänk, ventilerad förvaringsenhet
Grundfunktioner och Komponenter;UCD;Apparatbrunn;omslutande objekt för anordningar i mark eller golv;mätbrunn, ventilbrunn
Grundfunktioner och Komponenter;UE;Byggkonstruktivt objekt i mark;hållande objekt för grundläggning;
Grundfunktioner och Komponenter;UEA;Bärande skikt;markkonstruktivt objekt i form av ett liggande plan som överför för transversallaster till mark;bottenplatta, bärlager, fördelningsplatta, grundplatta, platta på mark, grundsula, ledningsbädd, skelettjord, spårballast, överballast
Grundfunktioner och Komponenter;UEB;Markfundament;byggnadskonstruktivt fundament stående långsträckt form som överför laster till marken;fundament, grundfundament, pelarholk, plint, påle
Grundfunktioner och Komponenter;UEC;Sliper;markkonstruktivt objekt i långsträckt form som överför transversallaster till mark;brosliper, linjesliper
Grundfunktioner och Komponenter;UED;Bindlager;markkonstruktivt objekt i form av ett liggande plan som tar upp skjuvkrafter;sättbruk, sättsand
Grundfunktioner och Komponenter;UF;Vertikalt byggkonstruktivt objekt;hållande objekt som formar strukturellt stöd i vertikal riktning;
Grundfunktioner och Komponenter;UFB;Pelare;vertikalt lastöverförande objekt i långsträckt form som överför axiella trycklaster vertikalt till andra strukturella objekt;baluster, fackverkspelare, kolonn, pylon, regel, skivpelare, stödben, stämp, mellanstöd
Grundfunktioner och Komponenter;UFC;Bärande stödmur;vertikalt lastöverförande objekt i form av ett stående plan som överför vertikala och transversala laster;frontmur, grusskifte, källarväggstomme, lagerpall, landfäste
Grundfunktioner och Komponenter;UFD;Väggkärna;vertikalt lastöverförande objekt i form av ett stående plan som överför enbart vertikala laster;grundmur, murverk, skiva, väggmur, väggregelverk, väggstomskiva, väggstomme
Grundfunktioner och Komponenter;UFE;Stödmur;vertikalt lastöverförande objekt i form av ett stående plan som överför transversala laster;kajmur, plåt på stålbågar, sekantpåle, slitsmur, spont, stenfylld nätkorg, trädgropsfundament, vingmur
Grundfunktioner och Komponenter;UG;Horisontellt byggkonstruktivt objekt;hållande objekt som formar strukturellt stöd i horisontell riktning;
Grundfunktioner och Komponenter;UGA;Balk;horisontellt byggkonstruktivt objekt i långsträckt form som överför primärt transversallaster till andra strukturella objekt;bumerangbalk, bärlina, fackverksbalk, grundbalk, hammarband, kantbalk, krökt balk, omvänd sadelbalk, pulpetbalk, rak balk, sadelbalk, syll, takstol, traversbalk, vierendeelbalk, votad balk
Grundfunktioner och Komponenter;UGB;Bärande platta;horisontellt byggkonstruktivt objekt i form av ett liggande plan som överför transversallaster till andra strukturella objekt;balkongplatta, bjälklagsplatta, brobaneplatta, fördelningsplatta, håldäckselement, loftgångsplatta, massivelelement, plattbärlag, påldäck, pålfundament, pålplint, pålplatta
Grundfunktioner och Komponenter;UGC;Stödplatta;horisontellt byggkonstruktivt objekt i form av en platta som fördelar last från ett överliggande till ett underliggande strukturellt objekt;bergsko, jordsko, lagerklack, maskinfundament, pålsko, stödklots, stödknap
Grundfunktioner och Komponenter;UGD;Konsol;horisontellt byggkonstruktivt objekt i form av en utkragning som överför transversallaster från ett överliggande objekt;brobanekonsol
Grundfunktioner och Komponenter;UH;Byggkonstruktivt stag;byggkonstruktivt hållande objekt i riktningsoberoende orientering;
Grundfunktioner och Komponenter;UHA;Dragstag;Byggkonstruktivt stag som överför axiella draglaster;bärkabel, snedsträva, spännstag, spännstål, stag, stång
Grundfunktioner och Komponenter;UHB;Tryckstag;Byggkonstruktivt stag som överför trycklaster;hammarband vid spontvägg, horisontellt tryckstag, kontrefort, strävpelare, stämp
Grundfunktioner och Komponenter;UJ;Byggkonstruktiv båge;byggkonstruktivt hållande objekt i böjd form;
Grundfunktioner och Komponenter;UJA;Bärande båge;byggkonstruktivt båge som överför transversallaster till axiella laster;båge, inslagsvalv, klostervalv, kryssribbvalv, kryssvalv, rörskärm, stickvalv, stjärnvalv, tunnvalv, valvplåt
Grundfunktioner och Komponenter;UJB;Brorör;byggkonstruktivt båge i form av ett rör med > 2 meter i diameter som överför last;
Grundfunktioner och Komponenter;UM;Förstärkande objekt;hållande objekt genom förstärkning ;
Grundfunktioner och Komponenter;UMA;Armeringsstång;förstärkande objekt i form av en inbäddad stång;armeringsjärn, bergbult, jordskruv, jordspik
Grundfunktioner och Komponenter;UMB;Armeringsnät;förstärkande objekt i form av inbäddat nät eller duk;armeringsduk, geotextil, jordarmeringsnät, kanalnät, nät
Grundfunktioner och Komponenter;UMC;Förstärkningslager;förstärkande objekt i form av ett masslager;rustbädd, underballast
Grundfunktioner och Komponenter;UMD;Injekterad massa;förstärkande objekt i form av inbäddat material;jetinjektering, kc-pelare, kompakteringsinjektering, mdm-pelare, masstabilisering, penetrationsinjektering, pliggpålning, stenpelare, ytstabilisering
Grundfunktioner och Komponenter;UME;Slutbleck;förstärkande objekt i form av ett slutbleck;
Grundfunktioner och Komponenter;UMF;Utspetsning;förstärkande objekt i form av en utspetsning;
Grundfunktioner och Komponenter;UMG;Vertikaldränering;förstärkande objekt i form av ett vertikalt dränerande skikt;
Grundfunktioner och Komponenter;UMH;Sprutbetong;förstärkande objekt i form av sprutbetong;
Grundfunktioner och Komponenter;UMJ;Betonglining;förstärkande objekt i form av betonglining;
Grundfunktioner och Komponenter;UMK;Avstyvning;förstärkande objekt i form av avstyvning;livavstyvning, kortling
Grundfunktioner och Komponenter;UML;Diagonal förbindning;förstärkande objekt i form av en diagonal förbindning;tvärbalk, tvärförband
Grundfunktioner och Komponenter;UMM;Förstärkningskabel;förstärkande objekt i form av kablar;kabel, staglina
Grundfunktioner och Komponenter;UMN;Följare;förstärkande objekt i form av en horisontell sammanbindare;mellanliggare, kortling
Grundfunktioner och Komponenter;UMP;Tryckbank;förstärkande objekt som med sin mothållande tyngd ger ökad stabilitet i jord;stödfyllning
Grundfunktioner och Komponenter;UN;Inramande objekt;hållande objekt genom inramning ;
Grundfunktioner och Komponenter;UNA;Karm;inramande objekt med en fast ram;dörrkarm, fönsterkarm, sarg, öppningskarm
Grundfunktioner och Komponenter;UNB;Tröskel;inramande objekt i den lägsta delen av en dörröppning;
Grundfunktioner och Komponenter;UNC;Ram;inramande objekt med en rörlig ram;båge, fönsterbåge, fönsterram
Grundfunktioner och Komponenter;UND;Spröjs;inramande objekt som delar ett annat objekt;
Grundfunktioner och Komponenter;UP;Rörligt sammankopplande objekt;hållande objekt för ett rörligt objekt;
Grundfunktioner och Komponenter;UPA;Lager;rörligt sammankopplande objekt genom lager;axellager, brolager, rörligt lager
Grundfunktioner och Komponenter;UPB;Gångjärn;rörligt sammankopplande objekt genom mekanisk fog;ledad pålskarv, länk, länkplatta
Grundfunktioner och Komponenter;UPC;Dilatationsanordning;rörligt sammankopplande objekt för räl;
Grundfunktioner och Komponenter;UQ;Fästande objekt;hållande objekt genom fastsättning på annat objekt;
Grundfunktioner och Komponenter;UQA;Permanent mekanisk fastsättning;fästande objekt genom rigid permanent mekanisk metod;dymling, falsning, nit, plugg, popnit, spik, spikplåt
Grundfunktioner och Komponenter;UQB;Reversibel mekanisk fastsättning;fästande objekt genom rigid reversibel mekanisk metod;ankarjärn, ankarplatta, ankarslut, balksko, befästning, bergförankring, blindnit, bult, bärankare, bärkabelförankring, clip, fixering, fästdon, förankring, förankringsbult, förankringsplatta, förankringspunkt, grundskruv, hylsankare, infästningsbult, ingjutningsgods, knutplåt, kramla, kulankare, montageplåt, montageskena, mutter, omvikningskupa, pelarsko, plattankare, räckesförankring, rörhylsa, sammanbindning, skruv, skruvförband, sprutbetongkors, stegband, surrning, svep, termoplastskruv, vajerlyft, väggankare, väggsko
Grundfunktioner och Komponenter;UQC;Elastisk fastsättning;fästande objekt genom elastisk mekanisk anordning;avspänningsanordning, dilatationsfog
Grundfunktioner och Komponenter;UQD;Permanent kemisk fastsättning;fästande objekt genom permanent kemisk infästning;fästbruk, kemankare, kemiskt trä, lim, murbruk, svetsfog, svetsplatta, svetsplåt, trälim
Grundfunktioner och Komponenter;UR;Sammanfogande objekt;hållande objekt genom fast sammanfogning;
Grundfunktioner och Komponenter;URA;Kemisk fog;kemiskt sammanfogande objekt;bruksfog, byggsilikon, cementfog, fogmassa, fogskum, glassilikon, silikon, våtrumssilikon, svetsfog
Grundfunktioner och Komponenter;URB;Skarv;mekaniskt sammanfogande objekt;högspänningsskarv, kabelskarv, lågspänningsskarv, pålskarv, rälsskarv
Grundfunktioner och Komponenter;UT;Nivåjusterande objekt;hållande objekt genom befintlig mark;
Grundfunktioner och Komponenter;UTA;Fyllningsmassa;nivåjusterande objekt som ger en yta bestämd profil genom fyllning;avjämningslager, bankfyllning, flytspackel, fukthållande jord, filterlager, fyllning, förbelastning, justeringlager, kon, kringfyllning, lastreducerande fyllning, lättfyllning, resterande fyllning, slänt, spackel, tätkärna, återfyllning, övergångslager
Grundfunktioner och Komponenter;UTB;Schaktmassa;nivåjusterande objekt som ger en yta bestämd profil genom schaktning;bergschakt, bergskärning, jordschakt, tunnel- och bergrumsgeometri, urgrävning
Grundfunktioner och Komponenter;UU;Befintlig mark;hållande objekt genom befintlig mark;
Grundfunktioner och Komponenter;UUA;Berg;befintlig mark som utgörs av berg;
Grundfunktioner och Komponenter;UUB;Friktionsjord;befintlig mark som utgörs av friktionsjord;grus, morän, sand
Grundfunktioner och Komponenter;UUC;Kohesionsjord;befintlig mark som utgörs av kohesionsjord;lera, kvicklera, silt
Grundfunktioner och Komponenter;UUD;Organisk jord;befintlig mark som utgörs av organisk jord;dy, gyttja, torv
Grundfunktioner och Komponenter;UUE;Fyllningsmaterial;befintlig mark som utgörs av fyllningsmaterial;
Grundfunktioner och Komponenter;W;Ledande objekt;objekt för ledning från en plats till en annan;
Grundfunktioner och Komponenter;WA;Högspänningsfördelande objekt;ledande objekt för att distribuera högspänning;Högspänningscentral, elcentral, ställverk, högspänningsamlingsskena
Grundfunktioner och Komponenter;WAA;Högspänningsamlingsskena;högspänningsfördelande objekt med en strömskena;ledningsbrygga
Grundfunktioner och Komponenter;WB;Högspänningstransporterande objekt;ledande objekt för att transportera högspänning;ledare
Grundfunktioner och Komponenter;WBB;Högspänningskabel;högspänningsledande objekt med en isolerad kabel;elkabel, elledning, hängkabel, kraftkabel
Grundfunktioner och Komponenter;WBC;Högspänningsfriledning;högspänningsledande objekt med en oisolerad ledning;hjälpkraftledning, bärtråd, bärlina
Grundfunktioner och Komponenter;WBD;Strömskena;högspänningsledande objekt med en isolerad styv ledare;
Grundfunktioner och Komponenter;WBE;Högspänningsbussning;högspänningsledande objekt genom en omslutning eller vägg;
Grundfunktioner och Komponenter;WC;Lågspänningsfördelande objekt;ledande objekt för att distribuera lågspänning;elcentral, central, fördelningscentral, lågspänningssamlingsskena
Grundfunktioner och Komponenter;WCA;Lågspänningssamlingsskena;lågspänningsfördelande objekt med en strömskena;kontaktskena, ledningsbrygga
Grundfunktioner och Komponenter;WD;Lågspänningstransporterande objekt;ledande objekt för att transportera lågspänning;
Grundfunktioner och Komponenter;WDB;Lågspänningskabel;lågspänningsledande objekt med en isolerad ledning;elkabel, elledning, hängspiralkabel, kraftkabel, sladd
Grundfunktioner och Komponenter;WDC;Lågspänningsfriledning;lågspänningsledande objekt med en oisolerad ledning;
Grundfunktioner och Komponenter;WDD;Lågspänningsbussning;lågspänningsledande objekt genom en omslutning eller vägg;
Grundfunktioner och Komponenter;WE;Referenspotentialledande objekt;ledande objekt för referenspotential;
Grundfunktioner och Komponenter;WEA;Jordreferenspotentialsamlingsskena;referenspotentialledande objekt till jord med en skena;
Grundfunktioner och Komponenter;WEB;Jordreferenspotentialkabel;referenspotentialledande objekt till jord med en ledning;
Grundfunktioner och Komponenter;WEC;Referenspotentialsamlingsskena;referenspotentialledande objekt med en skena;
Grundfunktioner och Komponenter;WED;Referenspotentialkabel;referenspotentialledande objekt med en ledning;
Grundfunktioner och Komponenter;WG;Elsignalledande objekt;ledande objekt för elektriska signaler;
Grundfunktioner och Komponenter;WGA;Styrsignalkabel;elsignalledande objekt för kontroll och mätning;brandkabel, kontrollkabel
Grundfunktioner och Komponenter;WGB;Datasignalkabel;elsignalledande objekt för dataöverföring;datakabel, signalkabel
Grundfunktioner och Komponenter;WGC;Datasignalbussning;elsignalledande objekt  genom en omslutning eller vägg;
Grundfunktioner och Komponenter;WH;Ljusledande objekt;ledande objekt för ljus;
Grundfunktioner och Komponenter;WHA;Optisk signalkabel;ljusledande objekt för signalöverföring;
Grundfunktioner och Komponenter;WHB;Optisk ljuskabel;ljusledande objekt för ljusöverföring;optisk fiber
Grundfunktioner och Komponenter;WHC;Lins;ljusledande objekt för bestämd ljusbrytning;
Grundfunktioner och Komponenter;WHD;Spegel;ljusledande objekt för bestämd ljusreflektion;ljusreflektor, reflektor
Grundfunktioner och Komponenter;WJ;Ljudledande objekt;ledande objekt för ljud;
Grundfunktioner och Komponenter;WJA;Ljudreflektor;ljudledande objekt genom reflektion;ljudbaffel
Grundfunktioner och Komponenter;WL;Solidmaterialedande objekt;ledande objekt för solid materia i öppen omslutning;
Grundfunktioner och Komponenter;WLA;Rullbord;solidmaterialedande objekt genom rullning;
Grundfunktioner och Komponenter;WLB;Kana;solidmaterialedande objekt genom lutning;rutschbana
Grundfunktioner och Komponenter;WM;Öppet ledande objekt;ledande objekt för fluid i öppen omslutning;
Grundfunktioner och Komponenter;WMA;Dräneringslager;öppet ledande objekt i ett lager;dränmatta, dränskiva, infiltrationslager
Grundfunktioner och Komponenter;WMB;Ränna;öppet ledande objekt för vätska i ränna;dike, dräneringskanal, fotränna, gesimsränna, halvrör, hängränna, kanal, mätränna, ränndal, ränndalsplatta, skibord, bräddavlopp, överfallsvärn
Grundfunktioner och Komponenter;WMC;Bleck;öppet ledande objekt för vätska med öppen yta;beslag, fönsterbleck, plåt, plåtbeslag
Grundfunktioner och Komponenter;WMD;Droppnäsa;öppet fluidledande objekt för vätska genom överhäng;
Grundfunktioner och Komponenter;WME;Fotplåt;öppet ledande objekt för vätska till ränna genom profil;
Grundfunktioner och Komponenter;WMF;Dränrör;öppet ledande objekt i ett perforerat rör;infiltrationsrör, luftningsrör
Grundfunktioner och Komponenter;WMG;Infiltrationsbrunn;öppet ledande objekt i en öppen brunn;dränbrunn, luftbrunn, perkolationsbrunn, radonbrunn
Grundfunktioner och Komponenter;WP;Slutet ledande objekt;ledande objekt för materia i sluten omslutning;
Grundfunktioner och Komponenter;WPA;Rör;slutet ledande objekt i cirkulär styv form;avloppsrör, distributionsledning,  huvudledning, installationsrör,  servisledning, sidotrumma, spillvattenrör, spirorör, spiralrör, stuprör, tilloppstub, torrtrumma, trumma, tub, va-ledning, vattenledning, vattenrör, vp-rör, vägtrumma
Grundfunktioner och Komponenter;WPB;Kanal;slutet ledande objekt i icke-cirkulär styv form;avgaskanal, avgasrör, kanal, skorsten
Grundfunktioner och Komponenter;WPC;Slang;slutet ledande objekt i flexibel form;elrör, gasutlopp, installationsrör, luftslang, vattenslang, vp-rör, vätskeslang
Grundfunktioner och Komponenter;WQ;Mekanisk energiledande objekt;ledande objekt för mekanisk energi;
Grundfunktioner och Komponenter;WQA;Drivaxel;mekanisk energiledande objekt genom en axel;stång
Grundfunktioner och Komponenter;WQB;Rem;mekanisk energiledande objekt genom en rem;kilrem, kuggrem, lina, rep, stålbälte, stållina
Grundfunktioner och Komponenter;WQC;Kedja;mekanisk energiledande objekt genom en kedja;
Grundfunktioner och Komponenter;WQD;Kopplingsanordning;mekanisk energiledande objekt genom en kopplingsanordning;
Grundfunktioner och Komponenter;WQE;Hjul;mekanisk energiledande objekt genom ett hjul;kedjedrev, kuggkjul
Grundfunktioner och Komponenter;WQF;Kuggstång;mekanisk energiledande objekt genom en kuggstång;
Grundfunktioner och Komponenter;WQG;Hydraulslang;mekanisk energiledande objekt genom en fluidlänk;hydraulrör, tryckluftslang, tryckluftsrör
Grundfunktioner och Komponenter;WR;Rälsobjekt;ledande objekt för spårbundna objekt;
Grundfunktioner och Komponenter;WRA;Räl;rälsobjekt som ger en styrd färdväg;farräl, gaturäl, gejder, mellanräl, moträl, spetsräl, stödräl, vingräl, övergångsräl
Grundfunktioner och Komponenter;WRB;Spårkors;rälsobjekt för korsning;
Grundfunktioner och Komponenter;WV;Termisk energiledande objekt;ledande objekt för termisk energi;
Grundfunktioner och Komponenter;WVA;Termisk massa;termisk energiledande objekt genom en solid massa;
Grundfunktioner och Komponenter;WVB;Termisk vätska;termisk energiledande objekt genom en statisk vätska;
Grundfunktioner och Komponenter;WZ;Ledande objekt för multipla flödestyper;ledande objekt för multipla flödestyper;
Grundfunktioner och Komponenter;WZA;Hybridkabel;ledande objekt för multipla flödestyper för elektrisk energi, elektriska signaler, optiska signaler, mekanisk energi och/eller vätska;
Grundfunktioner och Komponenter;X;Gränssnittsobjekt;objekt för gränssnitt till objekt;
Grundfunktioner och Komponenter;XB;Anslutande objekt för högspänning;gränssnittsobjekt för högspänning;
Grundfunktioner och Komponenter;XBA;Elkraftplint för högspänning;anslutande objekt för högspänning för en anslutning;
Grundfunktioner och Komponenter;XBB;Elkraftanslutning för högspänning;anslutande objekt för högspänning för flera ej fastmonterade anslutningar;kopplingsklämma
Grundfunktioner och Komponenter;XBC;Eluttagslåda för högspänning;anslutande objekt för högspänning för flera fasta anslutningar;
Grundfunktioner och Komponenter;XBD;Kontinuerlig anslutning för högspänning;anslutande objekt för högspänning för rörlig anslutning;kontaktledning, kontaktledningssektion, strömskena, strömavtagarskena
Grundfunktioner och Komponenter;XD;Anslutande objekt för lågspänning;gränssnittsobjekt för lågspänning;
Grundfunktioner och Komponenter;XDA;Elkoppling;anslutande objekt för lågspänning för en fast anslutning;kopplingsplint, stolpinsats
Grundfunktioner och Komponenter;XDB;Eluttag;anslutande objekt för lågspänning för flera stickproppar;pinnlödningsanslutning, reservkraftintag
Grundfunktioner och Komponenter;XDC;Elanslutningslåda;anslutande objekt för lågspänning för flera fasta anslutningar;uttagscentral
Grundfunktioner och Komponenter;XDD;Elanslutning;anslutande objekt för lågspänning för fast anslutning av en flexibel kabel för elektrisk apparatur;bilvärmaruttag, eluttag, golvuttag, lamputtag, motorvärmaruttag, vägguttag
Grundfunktioner och Komponenter;XDE;Eluttagsbox;anslutande objekt för lågspänning för  flera stickproppsanslutna elektriska apparater;elskena, golvbox, kontaktskena, uttagsbox, uttagspanel, uttagsstav
Grundfunktioner och Komponenter;XE;Potentialanslutande objekt;gränssnittsobjektför jord eller referenspotential;
Grundfunktioner och Komponenter;XEA;Skyddsjordskena;potentialanslutande objekt till skyddsjord;jordkontakt, jordplint, kulbult, skyddsjordterminal, skyddsjordkontakt
Grundfunktioner och Komponenter;XEB;Skyddspotentialutjämningsskena;potentialanslutande objekt till potentialutjämning;ekp-dubb
